titles,lastest_Chap,types,views,follows,condition,discription,teasers,links 
Khế Ước Hôn Nhân Của Mẹ Tôi,Chapter 30,"Thể loại:Drama, Manhwa, Ngôn Tình, Truyện Màu",Lượt xem:1.095K,Theo dõi:21K,Tình trạng:Đang tiến hành,"Lirika là một cô bé hàng ngày phải sống trong khu ổ chuột cùng với mẹ của mình là một kẻ luôn say rượu. Và rồi một ngày nọ… “Á, Nóng quá! Không muốn đâu” Người mẹ hét lên và choàng tỉnh giấc, “Liri, mẹ còn sống à. Sao con nhỏ vậy?” Bà ấy nói linh tinh mấy câu gì đó “Hôm nay là ngày mấy nhỉ?” Và không thể bình tĩnh lại được “Sao có thể chứ, mình trở về rồi!” Người mẹ còn bắt đầu nói tiếng Anh. Hay thậm chí còn có cả những lời vô nghĩa như “Mẹ phải tham gia buổi khiêu vũ hoàng cung và gặp hoàng đế!” Lirika bắt đầu lo lắng không biết đầu óc của mẹ mình ra ra sao……",//st.nettruyenup.com/data/comics/121/khe-uoc-hon-nhan-cua-me-toi.jpg,https://www.nettruyenup.com/truyen-tranh/khe-uoc-hon-nhan-cua-me-toi-76409
Ta Có Thể Đốn Ngộ Vô Hạn,Chapter 28,Tình trạng:Đang tiến hành,Bình luận:960,Ngày cập nhật:1 ngày trước,Lượt xem:1.565K,"Ta nên làm gì nếu xung quanh chỉ toàn là kẻ thù? đừng lo lắng, chỉ cần dựa vào hệ thống đốn ngộ vô hạn, tất cả những gì bạch mỗ cần làm là khiến người khác ghen ăn tức ở với hắn! hấp thụ ghen ghét hắn sẽ học được bất kỳ bí kỹ nào chỉ trong nháy mắt, thoả mãn tu luyện bản thân. vì vậy hắn nuôi rất nhiều kẻ thù ở xung quanh, để hắn đi cà khịa...",//st.nettruyenup.com/data/comics/117/ta-co-the-don-ngo-vo-han.jpg,https://www.nettruyenup.com/truyen-tranh/ta-co-the-don-ngo-vo-han-74869
Lớ Ngớ Vớ Phải Tình Yêu,Chapter 59.2,"Thể loại:Comedy, Josei, Manhwa, Ngôn Tình, Romance, Truyện Màu",Lượt xem:1.847K,Theo dõi:17K,Tình trạng:Đang tiến hành,"Bạn đã quá ngao ngán với những bộ tình cảm mơ mộng trên trời dưới biển? Quá quen thuộc với những bộ truyện tổng tài nội dung rập khuôn? Chà chan~ Công ty Bông-er xin giới thiệu sản phẩm LỚ NGỚ VỚ PHẢI TÌNH YÊU Nam nữ chính ký kết một bản hợp đồng hôn nhân? Các bạn đang nghĩ “Ôi giời, lại nữa à”? Nhưng cho các bạn nghĩ lại, Bông-er không thầu những bộ truyện chán ngắt như vậy!! Mở màn tập 1 sẽ khiến các bạn từ hoang mang đến nghi ngờ rằng liệu mình vừa lỡ nhịp ở đâu à? Han Ji Ah, một cô nàng đã hơn 30 tuổi nhưng rất máu chiến, tóc không máu lửa đời không nể các kiểu đồ đó. Già đầu rồi mà vẫn ‘ống chề’ cộng thêm cái thất nghiệp thì đương nhiên cô luôn phải nghe ba mẹ cà khịa, đôi khi còn muốn đá đít ra khỏi nhà nữa. Cô cay cú chịu trận, và một ngày gặp lại Jin Min Cheol – cậu bạn mảnh khảnh thuở nhỏ, nay đã lột xác thành anh gymer đẹp zai, nghề nghiệp rất ngon nghẻ, là IT đó nha. Tuy nhiên anh vẫn chưa có vợ. Giống như Ji Ah, ba mẹ anh cũng càm ràm suốt ngày về chuyện kết hôn. Người ta thì thời thế tạo anh hùng, còn Ji Ah, khi thấy bạn đồng cảnh ngộ lại lỡ mồm đùa rằng “Ê hay tụi mình cưới nhau đi?”. Thanh niên kia nghe xong câu này liền hỏi cưới một cách không thể nào the flash hơn.",//st.nettruyenup.com/data/comics/179/lo-ngo-vo-phai-tinh-yeu.jpg,https://www.nettruyenup.com/truyen-tranh/lo-ngo-vo-phai-tinh-yeu-692995
Sóc Nhỏ Tài Năng,Chapter 41,"Thể loại:Manhua, Ngôn Tình, Truyện Màu",Lượt xem:3.017K,Theo dõi:51K,Tình trạng:Đang tiến hành,"Beatty, con sóc yếu ớt được sinh ra trong một gia đình sư tử. Vì vậy, cô phải sống trong hoàn cảnh bị bạo hành tại nhà dì của mình. Nhị hoàng tử là người bạn duy nhất và cũng là vị hôn phu của cô. Ngay khoảnh khắc cô bảo rằng mình sẽ rời đi để đạt được ước mơ thì… “Ritter, đồ khốn nạn…!” Cô đã chết vì răng nanh của cậu ta. Khi cô mở mắt ra lần nữa, cô phát hiện mình đã quay trở về quá khứ. Khoảng thời gian trước khi dính líu đến nhị hoàng tử. Những lúc thế này thì cần gì nhất? Đúng vậy, là tốc độ. Ngay lập tức, cô rút người ra và nhảy vào lãnh địa của cha mình. Mặc dù cô không được hoan nghênh, nhưng nếu cô đưa bí mật động trời này ra, ắt hẳn sẽ không bị đá ra ngoài… “Chào mừng tiểu thư!” “Trời ạ! Người đã lớn đến như này rồi sao…” “Tiểu thư đang bước đi với đôi chân nhỏ nhắn xinh xắn kìaa!” Hử, sao lại có thể được chào đón nồng nhiệt như này chứ? A, bức tượng kia chẳng phải là mình sao?",//st.nettruyenup.com/data/comics/137/soc-nho-tai-nang.jpg,https://www.nettruyenup.com/truyen-tranh/soc-nho-tai-nang-69257
Để Ta Làm Ánh Trăng Đen Của Hôn Quân,Chapter 32,"Thể loại:Cổ Đại, Josei, Manhua, Shoujo Ai, Truyện Màu",Lượt xem:540K,Theo dõi:10K,Tình trạng:Đang tiến hành,"Đoạn Vi Oanh xuyên thành tú nữ rơi vào thế giới nhiệm vụ cung đấu, mục tiêu phải soán ngôi vua cung đấu. nhưng nàng chẳng hề hứng thú với hôn quân trong truyền thuyết, chỉ bày trò tìm bug hoàn thành nhiệm vụ. Không ngờ vị nữ đế thanh cao tự phụ lại để mắt cô, hai người dần dần đắm chìm…",//st.nettruyenup.com/data/comics/184/de-ta-lam-anh-trang-den-cua-hon-quan.jpg,https://www.nettruyenup.com/truyen-tranh/de-ta-lam-anh-trang-den-cua-hon-quan-68024
Anh Trai Tôi Quá Hiền Lành Làm Tôi Lo Lắng Ghê,Chapter 50,"Thể loại:Comedy, Manhwa, Ngôn Tình, Romance, Truyện Màu, Xuyên Không",Lượt xem:654K,Theo dõi:16K,Tình trạng:Đang tiến hành,"“Điện hạ, mớ giấy tờ chất thành đống này…! Tôi xuyên vào cơ thể của Irene Weber, em gái của một phụ tá đang phải làm việc quá nhiều vì Thái tử si tình mà bỏ bê công việc. Irene, người đã vùi đầu vào công việc trước khi cô nhập xác và chết đi vì làm việc quá sức, đã có ý định bảo vệ người anh trai yêu quý của mình khỏi điều khủng khiếp như vậy. Không tăng ca! Không gọi ngoài giờ hành chính! Biến đi, ông chủ xấu xa! Hãy tăng lương và giảm giờ làm cho anh trai của tôi! Đến cuối cùng, Irene vẫn cố gắng tách Thái tử ra khỏi anh trai mình. Biết người biết ta, trăm trận trăm thắng. Irene đã ghi lại tất cả trong một tập hồ sơ mà không để sót bất kì dấu vết nào về vị Thái tử mà đến cả mặt mũi thế nào cô cũng chẳng hay. Không hiểu sao, khuôn mặt của anh trai khi nhìn Irene lại tối sầm đi… “Anh, nếu hôm nay anh đi gặp Thái tử, em sẽ đi cùng…” “Tuyệt đối không được.” “Em muốn gặp Ngài ấy một mình đến vậy sao?” “Trước đó thì, Benjamin Weber, khi nào thì ta có thể gặp em gái của cậu được?” “Có chết thì Ngài cũng không thể gặp được em gái của thần đâu.” Cặp anh em nhà Weber tình cảm nhất lục địa. Liệu những hiểu lầm xen giữa mối quan hệ ruột thịt của họ có được giải quyết?",//st.nettruyenup.com/data/comics/228/anh-trai-toi-qua-hien-lanh-lam-toi-lo-la-7029.jpg,https://www.nettruyenup.com/truyen-tranh/anh-trai-toi-qua-hien-lanh-lam-toi-lo-lang-ghe-66532
Đàn Anh Xấu Xa,Chapter 38,Tác giả:Jyabachip,Lượt xem:1.501K,Theo dõi:25K,Tình trạng:Đang tiến hành,"Lily là 1 cô gái với cái gu lạ lùng: những anh chàng badboy, và cô chưa hề có tý kinh nghiệm tình trường nào. Trong khi vừa từ chối những cậu chàng xinh trai tốt tính tiếp cận mình, vừa chờ đợi người trong mộng của mình tới, thì cô đã gặp Hyun-Woo, tên rác rưởi năm 2 bậc nhất của trường. Lily ngay lập tức sa vào lưới tình của anh ta, cái người trong mộng mà cô đã mong chờ suốt cả trăm năm, nhưng những hành động của Hyun-Woo lại đầy tàn nhẫn và lạnh lùng đối với cô gái nhỏ. Đối với Lily, người đã thấy hết những việc đó, nhưng cô lại thấy tốt đẹp với tất cả chuyện đó?!",//st.nettruyenup.com/data/comics/70/dan-anh-xau-xa.jpg,https://www.nettruyenup.com/truyen-tranh/dan-anh-xau-xa-65094
Ta Không Phải Con Cưng Của Khí Vận,Chapter 168,"Thể loại:Action, Chuyển Sinh, Comedy, Live action, Manhua, Truyện Màu",Lượt xem:17M,Theo dõi:104K,Tình trạng:Đang tiến hành,"Sau khi xuyên qua thế giới tu tiên bất tử, Thẩm Thiên nhận thấy rằng mình có thể nhìn thấy quầng sáng may mắn và xui xẻo trên đầu của người khác. Để xua đuổi hào quang xui xẻo đen như nhọ nồi bay lơ lửng trên đầu của mình, hắn tìm mọi cách kết giao với những người may mắn ....",//st.nettruyenup.com/data/comics/203/ta-khong-phai-con-cung-cua-khi-van.jpg,https://www.nettruyenup.com/truyen-tranh/ta-khong-phai-con-cung-cua-khi-van-542190
Xin Ngài Đừng Ăn Tôi.,Chapter 87,"Thể loại:Cổ Đại, Manhwa, Ngôn Tình, Truyện Màu",Lượt xem:2.682K,Theo dõi:33K,Tình trạng:Đang tiến hành,,//st.nettruyenup.com/data/comics/37/xin-ngai-dung-an-toi.jpg,https://www.nettruyenup.com/truyen-tranh/xin-ngai-dung-an-toi-397170
Ngôi Sao Cho Tôi,Chapter 117,"Thể loại:Drama, Manhua, Ngôn Tình, Romance, School Life, Truyện Màu",Tình trạng:Đang tiến hành,Bình luận:4.476,Tác giả:Khuyển Nhất - Góc nhỏ của Mamoru,"Lúc Mộc Tử Tinh 5 tuổi thì gặp được một cậu bạn rất đẹp trai-Tư Nam, hai người trở thành thanh mai trúc mã. Tử Tinh sau buổi gặp mặt đầu tiên lúc đang chơi đất sét thì bị Tư Nam chê. Vốn dĩ tưởng rằng bản thân bị ghét rồi, nhưng lại không biết rằng, Tư Nam mới là người thực chất bị lôi cuốn và thu hút bởi sự vui vẻ và nụ cười của cô, dần dần yêu thích cô. Mà phần tình cảm yêu thích này cũng lớn dần theo năm tháng, càng ngày càng sâu sắc hơn",//st.nettruyenup.com/data/comics/6/ngoi-sao-cho-toi.jpg,https://www.nettruyenup.com/truyen-tranh/ngoi-sao-cho-toi-289340
Ta Thật Sự Không Phải Là Cái Thế Cao Nhân,Chapter 16,"Thể loại:Comedy, Manhua, NetTruyen, Psychological, Supernatural, Truyện Màu, Xuyên Không",Tình trạng:Đang tiến hành,Bình luận:1.094,Tác giả:Mộng tiên giới,"Cái gì? Ta nuôi gà đất là thuần huyết Phượng Hoàng? Cái gì? Ta nuôi cá chép đều là Chân Long? Lý Phàm: Không, không có khả năng, ta làm sao có thể là cái thế cường giả? ! Cảnh giới: Kim Đan, Nguyên Anh, phân thần, Động Hư, Đại Thừa, Hợp Thể, Tiên Nhân, Chân Tiên, Huyền Tiên, Thiên Tiên, Kim Tiên, Thái Ất Kim Tiên, Đại La Kim Tiên, Hỗn Nguyên Kim Tiên(Tiên Quân).",//st.nettruyenup.com/data/comics/220/ta-that-su-khong-phai-la-cai-the-cao-nha-3904.jpg,https://www.nettruyenup.com/truyen-tranh/ta-that-su-khong-phai-la-cai-the-cao-nhan-74716
Cường Giả Tuyệt Thế Chỉ Muốn Làm Ruộng,Chapter 51,Tình trạng:Đang tiến hành,Bình luận:5.911,Ngày cập nhật:1 ngày trước,Lượt xem:5.845K,"Trần Phàm xuyên qua võ đạo thế giới, chẳng những thảm tao hệ thống vứt bỏ, vẫn là không có Võ Hồn phế vật, bất đắc dĩ chỉ có thể làm hèn mọn nhất phàm nhân. Lại không biết, trong nhà tất cả đều là thần vật, nước tắm đều là linh tuyền. Giúp hắn đất cày chính là long tộc Thái tử. Vườn rau tưới nước chính là đệ nhất thánh nữ. Vì hắn giặt quần áo chính là đế quốc Nữ Hoàng. Bất tri bất giác, Trần Phàm bên người liền tụ tập không ít đại lục đỉnh cấp cường giả, trở thành một vị chưởng khống thế giới địa chủ lão tài.",//st.nettruyenup.com/data/comics/122/cuong-gia-tuyet-the-chi-muon-lam-ruong.jpg,https://www.nettruyenup.com/truyen-tranh/cuong-gia-tuyet-the-chi-muon-lam-ruong-69498
Vĩnh Kiếp 108,Chapter 7,Tình trạng:Đang tiến hành,Bình luận:90,Ngày cập nhật:2 ngày trước,Lượt xem:38K,"Tòa nhà đầy quái vật khủng bố giết người, bản chất ẩn sâu bên trong con người, mong muốn trong sự rục rịch không thể kiềm chế! Hai cánh tay của bảo an hóa thành dùi cui khổng lồ.... Trong bụng của thực khách mở ra vực sâu khổng lồ. Chìm đắm trong một mạng lưới không thể kiềm chế sự ham muốn. ....... Vô số quái vật, hành vi suy nghĩ không chắc chắn của những người sống sót. Triệu Thần trong lòng chỉ có một ý niệm trong đầu.... Sống sót!",//st.nettruyenup.com/data/comics/87/vinh-kiep-108.jpg,https://www.nettruyenup.com/truyen-tranh/vinh-kiep-108-79703
Hẹn Hò Rồi Hãy Yêu,Chapter 68,"Thể loại:Manhwa, Ngôn Tình, Slice of Life, Truyện Màu, Webtoon",Lượt xem:940K,Theo dõi:11K,Tình trạng:Đang tiến hành,"Lee Jaerim là một sinh viên chuyên ngành nghiên cứu điện ảnh đang cần một cách để dập tắt những tin đồn rằng anh ấy là ‘gay’. Cha Gaeun, một cô sinh viên chuyên ngành biên kịch đang muốn tránh xa người đàn anh tồi tệ luôn theo đuổi cô. Hai người họ bắt đầu một mối quan hệ hợp đồng để giải quyết vấn đề của nhau. Nhưng khi họ quen nhau, Gaeun bắt đầu say mê sự quyến rũ của Jaerim từng chút một…",//st.nettruyenup.com/data/comics/22/hen-ho-roi-hay-yeu.jpg,https://www.nettruyenup.com/truyen-tranh/hen-ho-roi-hay-yeu-72214
Thanh Xuân Của Chúng Ta,Chapter 33,Tình trạng:Đang tiến hành,Bình luận:70,Ngày cập nhật:1 ngày trước,Lượt xem:89K,"Choi Ah Ran là một tiểu thuyết gia và nhà xuất bản, cô mang trong mình nỗi nhục lớn nhất cuộc đời mang tên Jo Ah Han – đúng vậy cô chính là một nhà văn mang tên tuổi lớn trong giới tiểu thuyết mạng. Vào 20 năm trước cô đã viết một cuốn tiểu thuyết trên Internet về chuyện tình giữa một đại ca trùm trường và một học sinh trung học bình thường. Nhưng thế quái nào cô lại vô tình xuyên không vào cuốn tiểu thuyết teenfic mà mình đã viết năm 16 tuổi ấy!?!???",//st.nettruyenup.com/data/comics/246/thanh-xuan-cua-chung-ta.jpg,https://www.nettruyenup.com/truyen-tranh/thanh-xuan-cua-chung-ta-79094
"Kiếp Trước Dù Tôi Là Kiếm Đế, Nhưng Kiếp Này Lại Là Một Tên Hoàng Tử Rác Rưởi",Chapter 30,"Thể loại:Action, Comedy, Fantasy, Isekai, Manga, Psychological, Shounen",Tình trạng:Đang tiến hành,Bình luận:1.688,Tác giả:Alto,"Ngày xửa ngày xưa, có một kiếm sĩ nắm giữ thanh kiếm, sinh vì kiếm, tử vì kiếm. Sau nhiều ngày tháng chiến đấu, vị kiếm sĩ nọ đã lựa chọn cái chết bằng ý chí tự do của chính mình, nhưng lại được tái sinh thành Fay Hanse Diestburg, đệ tam hoàng tử của vương quốc Diestburg. Mong muốn vứt bỏ đi cái tôi kiếp trước nơi cậu đã sống như thể bị chiếm hữu bởi thanh kiếm, Fay đã quyết chỉ tận hưởng cuộc sống của một tên ăn bám, và nhận được biệt danh: ""Hoàng tử rác rưởi"". Thế nhưng một ngày nọ, vì một hiệp ước với hoàng tộc của vương quốc láng giềng Afillis, Fay bị đưa ra chiến trường, dẫn đầu viện quân. Giữa chiến trường, Fay đã chứng kiến một cảnh tượng tuyệt vọng, khi mà ""Dũng giả"", một tồn tại sở hữu sức mạnh sánh ngang vạn người, đang tàn phá chiến trường này. Fay đã định trở lại vương quốc, nhưng rồi cái chết của một hiệp sĩ nọ đã khiến trai tim cậu rung động, nên cậu quyết định cầm kiếm lên lần nữa - huyền thoại về vị hoàng tử lười biếng mạnh nhất bắt đầu",//st.nettruyenup.com/data/comics/6/kiep-truoc-du-toi-la-kiem-de-nhung-kiep-7961.jpg,https://www.nettruyenup.com/truyen-tranh/kiep-truoc-du-toi-la-kiem-de-nhung-kiep-nay-lai-la-mot-ten-hoang-tu-rac-ruoi-601661
Người đàn ông không thể ly hôn,Chapter 4,Tác giả:Otake Reiji,Lượt xem:45K,Theo dõi:1.843,Tình trạng:Đang tiến hành,"Okatani, từ một phóng viên với bề dày thành tích vang dội bỗng một ngày quyết định bỏ lại toàn bộ công việc để trở thành một ông bố bỉm sữa toàn thời gian!?Nhưng kỳ thực có một lý do sâu xa cho hành động này của anh...",//st.nettruyenup.com/data/comics/110/nguoi-dan-ong-khong-the-ly-hon.jpg,https://www.nettruyenup.com/truyen-tranh/nguoi-dan-ong-khong-the-ly-hon-79214
Tạm Thời Tôi Sẽ Bảo Vệ Nam Chính,Chapter 25,Tình trạng:Đang tiến hành,Bình luận:614,Ngày cập nhật:1 ngày trước,Lượt xem:852K,,//st.nettruyenup.com/data/comics/250/tam-thoi-toi-se-bao-ve-nam-chinh.jpg,https://www.nettruyenup.com/truyen-tranh/tam-thoi-toi-se-bao-ve-nam-chinh-75002
Ác Bá Trò Chơi,Chapter 28,Tình trạng:Đang tiến hành,Bình luận:1.607,Ngày cập nhật:1 ngày trước,Lượt xem:801K,,//st.nettruyenup.com/data/comics/128/ac-ba-tro-choi.jpg,https://www.nettruyenup.com/truyen-tranh/ac-ba-tro-choi-65664
Ta Có Con Với Đại Boss,Chapter 36,Tình trạng:Đang tiến hành,Bình luận:476,Ngày cập nhật:1 ngày trước,Lượt xem:784K,,//st.nettruyenup.com/data/comics/246/ta-co-con-voi-dai-boss.jpg,https://www.nettruyenup.com/truyen-tranh/ta-co-con-voi-dai-boss-77814
Đối Tượng Tôi Công Lược Đều Là Người Trọng Sinh,Chapter 24,Tình trạng:Đang tiến hành,Bình luận:708,Ngày cập nhật:1 ngày trước,Lượt xem:832K,"Muốn thay những Nữ Phụ đang tìm đường chết mà không phải chết thì phải kết thúc cốt truyện gốc, đồng thời còn phải giúp cho ký chủ không bị coi thường, thay thế ký chủ đi trên đỉnh cao nhân sinh…….Úc Dao bày tỏ: cô ấy nên bày ra dáng vẻ mình là kiểu người sống dở chết dở, thì mới có thể đạt được đỉnh cao của nhân sinh á hả?Úc Dao: tôi ngang ngược, hống hách, bụng dạ nham hiểm, vô cùng độc ác (chống nạnh gào lên……)Nam Phụ 1: Dao Dao không hề ngang ngược độc ác giống như vẻ bề ngoài, cô ấy chỉ là một đứa trẻ vẫn chưa trưởng thành thôi, thật ra cô ấy là người có trái tim đơn thuần nhất……Nam Phụ 2: Dưới vẻ ngoài hống hách và thô lỗ của Dao Dao lại là một người có trái tim nhân hậu, cô ấy là ánh sáng, là hy vọng chiếu soi cuộc đời tăm tối của tôi…..Nam Phụ 3: Dao Dao, lần này đổi lại tôi sẽ đến bảo vệ em, tôi nguyện vì em mà đạp đổ hết những chướng ngại cản bước em……Nam Chính: Vì em, tôi có thể chống lại cả thế giới…… ……………….. Úc Dao: tôi tôi tôi, tôi đến đây là vì cốt truyện thôi, tha cho tôi đi…….",//st.nettruyenup.com/data/comics/160/doi-tuong-toi-cong-luoc-deu-la-nguoi-tro-99.jpg,https://www.nettruyenup.com/truyen-tranh/doi-tuong-toi-cong-luoc-deu-la-nguoi-trong-sinh-74400
Thử Nghiệm Nghìn Năm Cuối Cùng Trò Chơi Cũng Bắt Đầu,Chapter 10,Tình trạng:Đang tiến hành,Bình luận:246,Ngày cập nhật:1 ngày trước,Lượt xem:171K,,//st.nettruyenup.com/data/comics/56/thu-nghiem-nghin-nam-cuoi-cung-tro-choi-5521.jpg,https://www.nettruyenup.com/truyen-tranh/thu-nghiem-nghin-nam-cuoi-cung-tro-choi-cung-bat-dau-75320
"Sau Khi Bị Dũng Sĩ Cướp Đi Mọi Thứ, Tôi Đã Lập Tổ Đội Cùng Với Mẹ Của Dũng Sĩ!",Chapter 3,"Thể loại:Action, Adult, Ecchi, Fantasy, Isekai, Manga",Tình trạng:Đang tiến hành,Bình luận:1.051,Tác giả:Ishino Yassan,Bị NTR? Đi ntr lại thằng bố của nó.,//st.nettruyenup.com/data/comics/177/sau-khi-bi-dung-si-cuop-di-moi-thu-toi-d-8003.jpg,https://www.nettruyenup.com/truyen-tranh/sau-khi-bi-dung-si-cuop-di-moi-thu-toi-da-lap-to-doi-cung-voi-me-cua-dung-si-76721
Nightmare Funk,Chapter 11,Tình trạng:Đang tiến hành,Bình luận:557,Ngày cập nhật:1 ngày trước,Lượt xem:268K,"Kurusu Hiyori là một nữ cảnh sát trẻ và là con gái của một cựu cảnh sát trưởng. Cô có lời nguyền bất thường về việc có những giấc mơ tiên đoán về một vụ giết người của một người vào ngày hôm sau. Bi kịch, đầu tiên của những giấc mơ cô đã trải qua cho thấy cái chết của cha mình. Theo thời gian, những giấc mơ đã dẫn đến sự cô lập xã hội của cô và rất nhiều vấn đề trong công việc. Vào ngày sau khi cô mơ về vụ ám sát Claus Haida, một người nước ngoài đáng sợ. Cô rất vui mừng vì đã giải cứu anh ta, nhưng hóa ra anh ta là một con quái vật. Anh ta không thể phủ nhận là hữu ích, nhưng liệu Hiyori có thực sự hợp lực với một người như vậy không?",//st.nettruyenup.com/data/comics/83/nightmare-funk.jpg,https://www.nettruyenup.com/truyen-tranh/nightmare-funk-190270
The Dead King,Chapter 81.5,Tình trạng:Đang tiến hành,Bình luận:689,Ngày cập nhật:1 ngày trước,Lượt xem:1.727K,Một thanh niên với hai cuộc sống: một đội trưởng trẻ tuổi ở thế giới phép thuật và một cậu học sinh THPT ở thực tại. Và anh ấy sống cả hai cuộc sống như vậy luôn! Hãy đắm mình trong bộ truyện tranh võ thuật tổng hợp đặc sắc nhất từ trước đến giờ!,//st.nettruyenup.com/data/comics/219/the-dead-king.jpg,https://www.nettruyenup.com/truyen-tranh/the-dead-king-245390
Nhà Trọ Nhất Khắc,Chapter 108,"Thể loại:Manga, Romance, Shoujo, Slice of Life",Tình trạng:Đang tiến hành,Bình luận:144,Tác giả:Rumiko Takahashi,"Ngày nảy ngày nay, trong một xóm trọ có tên Nhất Khắc (Ikkoku), nơi đó có chàng học trò nghèo biệt danh ""thần Rớt"", một tiểu thư sexy, một gã kỳ quặc thích đục tường dòm lén, một bợm rượu tửu lượng vô đối sống chung với nhau rất hòa thuận. Một ngày nọ, có một cô gái đến và tự xưng là quản lý mới cho khu trọ. Người quản lý xinh đẹp đã khiến chàng học trò nghèo, con rơi của thần Rớt, thầm thương trộm nhớ... và câu chuyện ""cóc ghẻ đòi ăn thịt thiên nga"" được bắt đầu.",//st.nettruyenup.com/data/comics/110/nha-tro-nhat-khac.jpg,https://www.nettruyenup.com/truyen-tranh/nha-tro-nhat-khac-90700
Người Côn Trùng,Chapter 21,"Thể loại:Action, Manhwa, Truyện Màu",Lượt xem:417K,Theo dõi:11K,Tình trạng:Đang tiến hành,,//st.nettruyenup.com/data/comics/226/nguoi-con-trung.jpg,https://www.nettruyenup.com/truyen-tranh/nguoi-con-trung-78562
Nhập Hồn Ma Đạo Tổ Sư,Chapter 25.5,Tình trạng:Đang tiến hành,Bình luận:2.409,Ngày cập nhật:1 ngày trước,Lượt xem:1.680K,,//st.nettruyenup.com/data/comics/46/nhap-hon-ma-dao-to-su.jpg,https://www.nettruyenup.com/truyen-tranh/nhap-hon-ma-dao-to-su-66862
Giang Hồ Thực Thi Công Lý,Chapter 51,Tình trạng:Đang tiến hành,Bình luận:3.581,Ngày cập nhật:2 ngày trước,Lượt xem:3.302K,"Sau khi bỏ học, Kwon Daegun đang chuẩn bị cho kỳ thi năng lực của mình. Khi đang làm công việc bán thời gian trong một cửa hàng tiện lợi, anh ta đã đánh nhau với một số côn đồ. Daegun, một người dễ dàng đánh bại họ, được Tổ chức Giáo dục đề nghị một dự án mang tên “Iljin in Charge / The Bully In Charge”, tổ chức đã theo dõi sát sao anh ấy trong một thời gian dài. Anh ta, người đã chấp nhận lời đề nghị , vào một trường trung học thuộc nền tảng và đánh bại từng kẻ bắt nạt khét tiếng của trường này theo thứ tự.",//st.nettruyenup.com/data/comics/19/giang-ho-thuc-thi-cong-ly.jpg,https://www.nettruyenup.com/truyen-tranh/giang-ho-thuc-thi-cong-ly-65299
Chơi Game Cứu Nhân Loại,Chapter 6,Tình trạng:Đang tiến hành,Bình luận:113,Ngày cập nhật:2 ngày trước,Lượt xem:29K,,//st.nettruyenup.com/data/comics/168/choi-game-cuu-nhan-loai.jpg,https://www.nettruyenup.com/truyen-tranh/choi-game-cuu-nhan-loai-79272
Chế Ngự Kiếm,Chapter 50,Tình trạng:Đang tiến hành,Bình luận:1.360,Ngày cập nhật:2 ngày trước,Lượt xem:1.720K,"Nhân vật chính của truyện luôn được định trước. Dù nhân vật phụ có cố gắng bao nhiêu thì vẫn chỉ là nhân vật phụ mà thôi. Nhưng một ngày điều đó đã thay đổi. [Leon, ngươi nghĩ mình đủ khả năng sao?] Kiếm thánh đáng ra phải chọn người hùng trong lời tiên tri lại về tay hắn. Gì cơ? Bạn bất tài, nghèo khó và chẳng có ai chống lưng á? Đừng lo! Người hùng với thanh kiếm thánh có thể giải quyết mọi chuyện tới rồi đây! “...Có một khoảng thời gian ta cũng nghĩ như vậy. ” Đây là nơi bắt đầu của hành trình người hùng của Leon.",//st.nettruyenup.com/data/comics/109/che-ngu-kiem.jpg,https://www.nettruyenup.com/truyen-tranh/che-ngu-kiem-63085
Thợ Săn Top 1 Trở Lại,Chapter 22,Tình trạng:Đang tiến hành,Bình luận:328,Ngày cập nhật:1 ngày trước,Lượt xem:247K,"Noah, người từng là một thợ săn cấp S, đã phong ấn sức mạnhcủa mình sau khi anh ta vô tình giết chết người bạn thân nhất. Kể từ đó, anh ta trở thành một bác sĩ ít người biết đến trong một thị trấn nhỏ. Một cuộc gặp gỡ tình cờ với một thợ săn khác, Xia Zuo, khiến anh ta phát hiện ra rằng người bạn thân nhất của anh ta có thể không nhất thiết phải chết. Cùng nhau, Noah và Xia Zuo bắt đầu cuộc hành trình khám phá những bí ẩn của quá khứ.",//st.nettruyenup.com/data/comics/1/tho-san-top-1-tro-lai.jpg,https://www.nettruyenup.com/truyen-tranh/tho-san-top-1-tro-lai-72449
"Bị thiêu rụi bởi ngọn lửa địa ngục, hồi sinh với tư cách hoả thuật sư mạnh nhất",Chapter 58,"Thể loại:Action, Adventure, Fantasy, Manga, Shounen",Lượt xem:2.864K,Theo dõi:35K,Tình trạng:Đang tiến hành,"Một ""ngọn lửa địa ngục"" được phong ấn có thể thiêu rụi mọi thứ trên thế giới. Một chàng trai tầm thường, Flair, sống ở một vùng làng quê hẻo lánh, được chọn làm vật hy sinh để hiến tế cho cánh cửa.sau khi bước vào cánh cổng địa ngục ... Hắn không thể chết vì một lý do nào đó !? Flair, người đã vượt qua ngọn lửa và trở lại thế giới này, có sức mạnh để làm chủ ngọn lửa của địa ngục !! Ltd.",//st.nettruyenup.com/data/comics/228/bi-thieu-rui-boi-ngon-lua-dia-nguc-hoi-s-9186.jpg,https://www.nettruyenup.com/truyen-tranh/bi-thieu-rui-boi-ngon-lua-dia-nguc-hoi-sinh-voi-tu-cach-hoa-thuat-su-manh-nhat-393960
