titles,discripsion,lastest_Chap,condition,view,follow,link 
Gacha Wo Mawashite Nakama Wo Fuyasu Saikyou No Bishoujo Gundan Wo Tsukuriagero,"Anh main nhà ta là 1 tay chơi Gacha game thứ thiệt. Trong lúc đang mở hộp Ultra Rare thì nhận được thiệp mời sang thế giới khác, một thế giới mà anh main có thể triệu hồi vật phẩm và nhân vật thông qua mở Gacha. Và rồi hành trình xây dựng đội quân toàn những cô gái xinh đẹp của anh main nhà ta bắt đ...",Chapter 49,Tình trạng: Đang Cập Nhật,"Lượt xem: 752,505","Lượt theo dõi: 7,447",https://truyenqqhot.com/truyen-tranh/gacha-wo-mawashite-nakama-wo-fuyasu-saikyou-no-bishoujo-gundan-wo-tsukuriagero-4715
Ashita No Joe,"Đây là bộ truyện tranh nổi tiếng của tác giả Tetsuya Chiba (cũng là tác giả bộ truyện tranh Tép-pi) Câu truyện diễn ra vào thời kỳ hậu chiến tranh của Nhật những năm 1960, Joe Yabuki sống trong khu vực nghèo nhất Tokio. Ở đó, Joe lọt vào ánh mắt chú ý của một tay quyền anh đã nghỉ hưu, Danpei. Nhưng...",Chapter 126,Tình trạng: Đang Cập Nhật,"Lượt xem: 122,009",Lượt theo dõi: 255,https://truyenqqhot.com/truyen-tranh/ashita-no-joe-13292
Tôi Chọc Nhầm Nam Phụ Che Giấu Thân Phận,"Trong ngày đầu của bữa tiệc tất niên, đứng giữa hội trường nơi tổ chức, Mayery chợt nhận ra bản thân chính là ác nữ đảm nhận vai phụ trong một tiểu thuyết. “Nội dung của tiểu thuyết thì có gì mà quan trọng chứ, trước tiên phải cố gắng sống sót đã.” Cô gái tên Mayery đã quyết định không đọc cuốn tiểu...",Chapter 25,Tình trạng: Đang Cập Nhật,"Lượt xem: 82,332",Lượt theo dõi: 913,https://truyenqqhot.com/truyen-tranh/toi-choc-nham-nam-phu-che-giau-than-phan-13429
Câu Chuyện Về Một Cô Gái 2 Mặt,Như tiêu đề thôi,Chapter 36,Tình trạng: Đang Cập Nhật,"Lượt xem: 340,705","Lượt theo dõi: 1,377",https://truyenqqhot.com/truyen-tranh/cau-chuyen-ve-mot-co-gai-2-mat-12708
Một Chàng Trai Dễ Thương,"Kenzaki là một học sinh cá biệt cứu người bạn cùng lớp Nakajima khỏi một số kẻ bắt nạt, nhưng Kenzaki vẫn chưa thổ lộ với Nakajima rằng cô đã thích cậu ấy",Chapter 6,Tình trạng: Đang Cập Nhật,"Lượt xem: 17,960",Lượt theo dõi: 176,https://truyenqqhot.com/truyen-tranh/mot-chang-trai-de-thuong-13245
Ác Ma Thì Thầm,"Cảnh Kiều và Cận Ngôn Thâm đã tuyên thệ trong đám cưới của họ, nhưng ẩn trong lớp vỏ hôn nhân hạnh phúc đó là những đợt sóng ngầm. Trong đêm tân hôn, dưới những lời tra tấn lăng mạ của Cận Ngôn Thâm, những cảnh tượng đã xảy ra lại dần hiện lên trong tâm trí. Sự kiện đắm tàu đó khiến cô bị buộc tội l...",Chapter 145,Tình trạng: Đang Cập Nhật,"Lượt xem: 920,486","Lượt theo dõi: 2,853",https://truyenqqhot.com/truyen-tranh/ac-ma-thi-tham-11415
Ueno-San Wa Bukiyou,Chiến dịch tỏ tình của một thiên tài khoa học với anh chàng ngok nghek,Chapter 74,Tình trạng: Đang Cập Nhật,"Lượt xem: 138,986",Lượt theo dõi: 864,https://truyenqqhot.com/truyen-tranh/ueno-san-wa-bukiyou-6888
Đi Chơi Cùng Nữ Game Thủ,"Anh main nhà ta dùng một tài khoản game online tên Kaori và kết bạn được với anh chàng tên Nanami trong đó. Hôm nay cả hai sẽ có một buổi gặp mặt với nhau, và cậu bạn Nanami không biết rằng ngoài đời main là con trai. Thế nhưng main còn ngạc nhiên hơn cả Nanami vì...  Lịch update:     • UPDATE Chap ...",Chapter 76,Tình trạng: Đang Cập Nhật,"Lượt xem: 532,504","Lượt theo dõi: 3,086",https://truyenqqhot.com/truyen-tranh/di-choi-cung-nu-game-thu-8383
Nghịch Đồ Mỗi Ngày Đều Muốn Bắt Nạt Sư Phụ,"Thẩm Trường Quân vì muốn thay đổi vận mệnh bi thảm của ác độc sư tôn trong nguyên tác, quyết định ở trước mặt Cửu Thiên Dạ xây dựng một hình tượng sư tôn quang huy tốt đẹp. Không nghĩ tới, đêm thứ chín cũng sống lại, hơn nữa thề kiếp này lại giết chết Thẩm Trường Quân.",Chapter 67,Tình trạng: Đang Cập Nhật,"Lượt xem: 626,650","Lượt theo dõi: 3,068",https://truyenqqhot.com/truyen-tranh/nghich-do-moi-ngay-deu-muon-bat-nat-su-phu-12642
Sư Phụ Ta Muốn Người Là Của Riêng Ta,"Xuyên đến không ai xem cổ ngôn ngược văn còn chưa tính, hết lần này tới lần khác trở thành một yêu nữ tai họa bị bạo quân xử tử?! Chúng ta chính là nói, xác định không phải lấy nhầm kịch bản sao? Để không lặp lại vết xe đổ, Trì Tro đã bắt đầu suy nghĩ về các biện pháp đối phó trước khi nhân vật chín...",Chapter 52,Tình trạng: Đang Cập Nhật,"Lượt xem: 309,245","Lượt theo dõi: 1,864",https://truyenqqhot.com/truyen-tranh/su-phu-ta-muon-nguoi-la-cua-rieng-ta-12656
Bá Vương Sủng Ái Cô Vợ Mù,"Thiếu niên Bá Vương x mối tình đầu toàn dân, diễn giải cực hạn thâm tình, sống lại trở lại lớp 12, Mạnh Nghe một năm tốt nhất trong cuộc đời ngắn ngủi, cô muốn sống thật tốt một lần, lấy lại giấc mơ khiêu vũ, cũng tuyệt đối không đi trêu chọc thiếu niên ác ma sau này giơ cao đồ đao —— Giang Nhẫn, nh...",Chapter 29,Tình trạng: Đang Cập Nhật,"Lượt xem: 860,527","Lượt theo dõi: 3,269",https://truyenqqhot.com/truyen-tranh/ba-vuong-sung-ai-co-vo-mu-12755
Lữ Bố Truyền Kỳ,Lữ Bố - kẻ được xưng là đệ nhất chiến thần!! Đây là hành trình kể về cuộc đời bi tráng của hắn! Một ngoại truyện của Shuumatsu no Valkyrie!!,Chapter 38,Tình trạng: Đang Cập Nhật,"Lượt xem: 284,519","Lượt theo dõi: 1,307",https://truyenqqhot.com/truyen-tranh/lu-bo-truyen-ky-10666
Houfuku Kanojo To Koukatsu Kareshi,"Một bộ Romcom ngọt nước, pha chút genben nhẹ, quá ổn. Nói chung là thiên thần với ác quỷ ôm bom chết trùm ở kiếp trước, kiếp này lại là người yêu của nhau rồi chúng nó nhớ lại kiếp trước, mọi chuyện ra sao mời ae cùng đón đọc  ",Chapter 13,Tình trạng: Đang Cập Nhật,"Lượt xem: 68,593",Lượt theo dõi: 713,https://truyenqqhot.com/truyen-tranh/houfuku-kanojo-to-koukatsu-kareshi-6446
"I Was Caught Up In A Hero Summoning, But That World Is At Peace",Quỷ vương ư? Ổng ngắm gà lâu rồi. Anh hùng thì sao? Tên đó là diễn viên cho lễ hội thôi mà. Còn Quý tộc? Bọn họ sẽ chăm sóc chúng tôi. Vậy còn đám Quỷ tộc? Bạn tốt với Nhân loại đó. Chiến tranh à? Làm quái gì có chớ. Quái vật? Có đám hiệp sĩ và mạo hiểm gia lo rồi. Thế còn trở về Trái Đất thì sao? C...,Chapter 28,Tình trạng: Đang Cập Nhật,"Lượt xem: 318,612","Lượt theo dõi: 2,827",https://truyenqqhot.com/truyen-tranh/i-was-caught-up-in-a-hero-summoning-but-that-world-is-at-peace-9505
Khánh Dư Niên,"Thiếu niên Phạm Nhàn có thân thế thần bí, từ khi mới chào đời ở Đam Châu, trải qua đủ loại khảo nghiệm, rèn luyện của gia tộc, giang hồ, miếu đường, từng bước vạch trần chân tướng phức tạp của thế giới này...",Chapter 9,Tình trạng: Đang Cập Nhật,"Lượt xem: 36,297",Lượt theo dõi: 895,https://truyenqqhot.com/truyen-tranh/khanh-du-nien-13625
Cương Thi Tiên Sinh,"Trong xã hội tận thế 1000 năm trước, nam chính là một con zombie hết sức bình thường, ngày ngày bị con người săn giết, để tiếp tục sống, hắn bắt đầu tập thể hình cuối cùng trở nên mạnh mẽ vô cùng. 1000 năm sau con người lần nữa phát hiện ra hắn…",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 21,894",Lượt theo dõi: 735,https://truyenqqhot.com/truyen-tranh/cuong-thi-tien-sinh-13742
Ấu Nữ Chiến Ký,"Một con bé loli tóc vàng, mắt xanh, da trắng như sứ, bay lượn trên tiền tuyến, trinh thám trên không, tên em nó là Tanya Degurechov. Nhưng con bé loli này, các bác đừng nhìn mặt mà bắt hình dong, vì sau này em nó sẽ trở thành một pháp sư nguy hiểm nhất của đế quốc.... Thân phận thật của con bé bá đạ...",Chapter 74,Tình trạng: Đang Cập Nhật,"Lượt xem: 701,336","Lượt theo dõi: 2,980",https://truyenqqhot.com/truyen-tranh/au-nu-chien-ky-2323
Đúng Như Hàn Quang Gặp Nắng Gắt,Smart nữ hài nghịch tập công lược băng sơn tổng tài. Vườn trường? Chức trường? Xé muội? Tôi đều làm được!,Chapter 373,Tình trạng: Đang Cập Nhật,"Lượt xem: 7,116,701","Lượt theo dõi: 16,860",https://truyenqqhot.com/truyen-tranh/dung-nhu-han-quang-gap-nang-gat-8861
Tướng Quỷ Dạy Yêu,"Câu chuyện về tình bạn, tình yêu, về tiệm cà phê và cả thuật triệu hồi quỷ!?",Chapter 126,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,351,658","Lượt theo dõi: 3,708",https://truyenqqhot.com/truyen-tranh/tuong-quy-day-yeu-5687
Âm Dương Sư Mạnh Nhất Tái Sinh Ở Thế Giới Khác,"Onmyoji mạnh nhất trong lịch sử, người thành thạo tất cả các kỹ thuật tâm linh và đi cùng với thức thần của Mười hai vị tướng thiên đường, bị gia đình phản bội và chết một cách bi thảm. Tuy nhiên, trên bờ vực của cái chết của mình, anh ta đã mở một vòng tròn chuyển giới để tái sinh ở một thế giới kh...",Chapter 30,Tình trạng: Đang Cập Nhật,"Lượt xem: 306,725","Lượt theo dõi: 2,799",https://truyenqqhot.com/truyen-tranh/am-duong-su-manh-nhat-tai-sinh-o-the-gioi-khac-12809
Tia Sáng Xinh Đẹp,"Nữ sinh trung học Nanako đã chết. Ở lớp cô bé, ai ai cũng tỏ ra buồn bã và tiếc thương, chỉ trừ 3 người: một cô nàng điên cuồng vì ngoại hình đến mức sẵn sàng quyên sinh để bảo toàn sắc đẹp; một cô nàng tuyệt vọng vì chấn thương đến mức mong được chết đi để chấm dứt khổ đau; và một cô nàng vô cảm ch...",Chapter 29,Tình trạng: Đang Cập Nhật,"Lượt xem: 40,607",Lượt theo dõi: 248,https://truyenqqhot.com/truyen-tranh/tia-sang-xinh-dep-13418
Học Giả Trở Lại,"Cử nhân Ma Hyun, sau khi mất tích trong 10 năm, anh đã trở lại xã hội với tư cách là một chủ nhân quyền lực! Trong khi là một giáo viên, anh ấy cũng đang cố gắng thanh trừng tổ chức xấu xa tên là Heukcheonbyeol. Và như vậy, cuộc sống của anh ấy với tư cách là người thầy mạnh nhất của Joongwon đã mở ...",Chapter 138,Tình trạng: Đang Cập Nhật,"Lượt xem: 816,113","Lượt theo dõi: 2,853",https://truyenqqhot.com/truyen-tranh/hoc-gia-tro-lai-11929
Phi Lôi Đao Thuật,"Cậu bé mồ côi Ryu-Yeon có thể điêu khắc gỗ thành những tác phẩm điêu khắc phức tạp tuyệt vời. Một ngày nọ, sau khi hoàn thành tác phẩm điêu khắc bức tượng cha mẹ mình, cậu gặp một người đàn ông lớn tuổi bí ẩn. Ông ta rất ấn tượng với tác phẩm điêu khắc của cậu.",Chapter 149,Tình trạng: Đang Cập Nhật,"Lượt xem: 3,087,993","Lượt theo dõi: 10,386",https://truyenqqhot.com/truyen-tranh/phi-loi-dao-thuat-10484
Kẻ Đa Tài,"Một thế giới ngập trong zombie. Nhưng thời tận thế này.... cũng đáng để thử đấy chứ? [Kỹ năng có thể được ""chuyển nhượng"" từ những bậc thầy] Nào thì Tinh thần thuật, Thiên Ma pháp, Ngự Thú Thuật, Luyện Khí Thuật, chiến thuật,.... Quá nhiều thứ để học! Cuộc chạy đua nước rút của người còn sống sót, k...",Chapter 66,Tình trạng: Đang Cập Nhật,"Lượt xem: 769,107","Lượt theo dõi: 4,796",https://truyenqqhot.com/truyen-tranh/ke-da-tai-11896
Học Giả Kiếm Sĩ,"[Từ Studio của Toàn Trí Độc Giả và Thế Giới Hậu Tận Thế] Thư sinh Woon Hyun tiến vào hoàng cung sau khi đỗ kỳ thi Khoa Cử. Chàng nhanh chóng than thở về cuộc đời khốn khổ của mình khi phải đối phó với những thú vui của Thái Tử, Dù vậy, chàng vẫn không bỏ cuộc và cố gắng hết sức để học võ. Nhưng sao ...",Chapter 56,Tình trạng: Đang Cập Nhật,"Lượt xem: 367,278","Lượt theo dõi: 1,880",https://truyenqqhot.com/truyen-tranh/hoc-gia-kiem-si-12409
Vua Thăng Cấp,"Yeonwoo có một người anh em sinh đôi đã biến mất năm năm trước . Một ngày nọ , một chiếc đồng hồ do em trai anh để lại . Bên trong , anh nghe thấy một dòng tin nhắn ẩn được phát với nội dung "" Khi anh nghe được điều này , em đoán là em đã chết rồi . "" Obelisk , Tháp của Thần Mặt trời , một thế giới...",Chapter 147,Tình trạng: Đang Cập Nhật,"Lượt xem: 9,226,767","Lượt theo dõi: 33,733",https://truyenqqhot.com/truyen-tranh/vua-thang-cap-7801
Người Chơi Mới Cấp Tối Đa,"Jinhyuk, một Nutuber chơi game, là người duy nhất nhìn thấy phần kết của trò chơi [Tower of Trials]. Tuy nhiên, khi mức độ phổ biến của trò chơi giảm sút, anh ấy trở nên khó khăn để tiếp tục kiếm sống bằng nghề chơi game Nutuber. Vì anh ấy đã nhìn thấy kết thúc trò chơi, anh ấy định nghỉ chơi. Nhưng...",Chapter 87,Tình trạng: Đang Cập Nhật,"Lượt xem: 3,619,262","Lượt theo dõi: 15,018",https://truyenqqhot.com/truyen-tranh/nguoi-choi-moi-cap-toi-da-11540
Naraku No Futari,"Truyện kể về cặp đôi hoàn cảnh: một cô gái bị bắt nạt trong lớp Sakura Rin và một thanh niên chăm chỉ Komine Yuuya chỉ muốn sống yên bình, chưa thực sự bắt chuyện với nhỏ lần nào. Mọi thứ bị đảo lộn khi thanh niên vô tình nói hùa theo bọn bắt nạt và bảo cô đi chết đi. Thế là cô nàng Rin đã nhảy từ t...",Chapter 23,Tình trạng: Đang Cập Nhật,"Lượt xem: 177,290","Lượt theo dõi: 1,482",https://truyenqqhot.com/truyen-tranh/naraku-no-futari-10746
Kế Hoạch Tự Cứu Của Phản Phái Ma Nữ,,Chapter 149,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,016,972","Lượt theo dõi: 5,177",https://truyenqqhot.com/truyen-tranh/ke-hoach-tu-cuu-cua-phan-phai-ma-nu-11034
Nhà Trọ Nhất Khắc,"Ngày nảy ngày nay, trong một xóm trọ có tên Nhất Khắc (Ikkoku), nơi đó có chàng học trò nghèo biệt danh “thần Rớt”, một tiểu thư sexy, một gã kỳ quặc thích đục tường dòm lén, một bợm rượu tửu lượng vô đối sống chung với nhau rất hòa thuận. Một ngày nọ, có một cô gái đến và tự xưng là quản lý mới cho...",Chapter 107,Tình trạng: Đang Cập Nhật,"Lượt xem: 174,260",Lượt theo dõi: 322,https://truyenqqhot.com/truyen-tranh/nha-tro-nhat-khac-736
Kara No Kioku,Tên truyện ngắn được dựa trên một bài hát cùng tên của ca sĩ kiêm nhạc sĩ nổi tiếng Eve. Đồng thời được vẽ bởi họa sĩ đã thiết kế nhân vật cho youtuber ảo Saegusa Akina.,Chapter 14,Tình trạng: Đang Cập Nhật,"Lượt xem: 60,888",Lượt theo dõi: 640,https://truyenqqhot.com/truyen-tranh/kara-no-kioku-10891
Ta Có Max Thuộc Tính May Mắn,"Siêu phẩm nha mọi người! Một trò chơi Thực tế ảo được ca ngợi vì độ khó cực cao của nó. Hansung đã từng là một người xếp hạng hàng đầu, nhưng anh ấy đã bị mắc kẹt trong trò chơi! Thật khó để tồn tại với các chỉ số hiện tại của anh ấy. Tuy nhiên, Hansung có một mức độ may mắn cao! Có được các kỹ năng...",Chapter 48,Tình trạng: Đang Cập Nhật,"Lượt xem: 459,655","Lượt theo dõi: 3,197",https://truyenqqhot.com/truyen-tranh/ta-co-max-thuoc-tinh-may-man-12741
Furyou Taimashi Reina,"Reina Suzuno, nữ sinh mới chuyển đến đã khiến cho đám bạn cùng lớp chết lặng bởi vẻ ngoài khó gần, ngôn từ sặc mùi chợ búa và những hành động như thể bắt nạt bạn học. Cô ta có thực sự là một kẻ bắt nạt không? Rõ ràng không, đây chính là cách trừ tà của chị đại cao tay ấn này: trừ tà bằng những ngôn ...",Chapter 25,Tình trạng: Đang Cập Nhật,"Lượt xem: 228,915","Lượt theo dõi: 1,622",https://truyenqqhot.com/truyen-tranh/furyou-taimashi-reina-9572
Joshi Kausei,"Cùng theo dõi những câu chuyện đời thường, nhưng cũng vô cùng hài hước của cô bé Momoko chan",Chapter 76,Tình trạng: Đang Cập Nhật,"Lượt xem: 128,708",Lượt theo dõi: 801,https://truyenqqhot.com/truyen-tranh/joshi-kausei-7810
Return Survival,Main được trọng sinh về trước ngày tận thế vài tháng,Chapter 145,Tình trạng: Đang Cập Nhật,"Lượt xem: 2,621,356","Lượt theo dõi: 10,451",https://truyenqqhot.com/truyen-tranh/return-survival-9272
"Tôn Trọng Số Mệnh Tra Nam, Buông Bỏ Tình Tiết Giúp Người",Đang cập nhật...,Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 3,969",Lượt theo dõi: 160,https://truyenqqhot.com/truyen-tranh/ton-trong-so-menh-tra-nam-buong-bo-tinh-tiet-giup-nguoi-13776
Chuyển Sinh Thành Thất Hoàng Tử,"Anh thanh niên dân đen bất tài thấp hèn vô dụng trước khi chết đã ước được trở thành bậc thầy ma fap, đách biết con rồng thần nào hay thực thể X nào đã dream come true anh, biến anh thành hoàng tử (đĩ đượi) vương quốc Saloom",Chapter 102,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,960,549","Lượt theo dõi: 6,675",https://truyenqqhot.com/truyen-tranh/chuyen-sinh-thanh-that-hoang-tu-11230
Ta Có Thể Đốn Ngộ Vô Hạn,"Ta nên làm gì nếu xung quanh chỉ toàn là kẻ thù? đừng lo lắng, chỉ cần dựa vào hệ thống đốn ngộ vô hạn, tất cả những gì bạch mỗ cần làm là khiến người khác ghen ăn tức ở với hắn! hấp thụ ghen ghét hắn sẽ học được bất kỳ bí kỹ nào chỉ trong nháy mắt, thoả mãn tu luyện bản thân. vì vậy hắn nuôi rất nh...",Chapter 24,Tình trạng: Đang Cập Nhật,"Lượt xem: 257,777","Lượt theo dõi: 2,648",https://truyenqqhot.com/truyen-tranh/ta-co-the-don-ngo-vo-han-13396
Võ Công Tự Động Tu Luyện: Ta Ở Ma Giáo Tu Thành Phật Hoàng,"Lục Lý chuyển sinh, trở thành đệ tử của ma giáo. Tuy nhiên công pháp của ma giáo không giết người thì bẻ xương. Hắn tư chất lương thiện nên học mãi cũng không xong.. đành chuyển sang học công pháp của chính đạo.",Chapter 62,Tình trạng: Đang Cập Nhật,"Lượt xem: 800,293","Lượt theo dõi: 4,607",https://truyenqqhot.com/truyen-tranh/vo-cong-tu-dong-tu-luyen-ta-o-ma-giao-tu-thanh-phat-hoang-12569
Sư Huynh Của Ta Quá Cẩn Thận Rồi,"Tái sinh vào thời cổ đại, để tồn tại Lý Trường Thọ phải tu luyện thành tiên nhân. Con đường tu luyện đầy gian nan vì vậy hắn rất cẩn thận và phòng xa. Một ngày nọ sư phụ dẫn một tiểu sư muội đến nhờ hắn chỉ dạy tu luyện...",Chapter 170,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,630,106","Lượt theo dõi: 4,888",https://truyenqqhot.com/truyen-tranh/su-huynh-cua-ta-qua-can-than-roi-11698
Nữ Đồ Đệ Ai Nấy Đều Muốn Giết Ta,"Sỡ hữu ký ức của thể kỷ 21, ta xuyên không lên trên người đại lão "" tô bắc "", mang theo hệ thống "" thu đồ đệ tối cao vạn lần phản hồi"". Các nữ đệ tử chẳng những đẹp như hoa, hơn nữa còn là số mệnh màu đỏ gia thân, điều này đặt ở bất kỳ một bộ tiểu thuyết nào cũng có thể trở thành thiên tuyển chi tử ...",Chapter 13,Tình trạng: Đang Cập Nhật,"Lượt xem: 102,778","Lượt theo dõi: 1,599",https://truyenqqhot.com/truyen-tranh/nu-do-de-ai-nay-deu-muon-giet-ta-13485
Đôi Môi Trên Lưỡi Dao,"Con chó điên của Đế quốc, Arne, hiệp sĩ mạnh nhất mọi thời đại. Cô buộc phải kết hôn theo lời của cha mẹ. “Nếu không thích chồng. Nhất định phải giết hắn rồi mới quay về” Nhưng sao không ai nói với cô rằng chồng cô lại tuấn tú như thế? “Tôi lo lắng em sẽ giống như thủy tinh và dễ vỡ” Với cả, chồng c...",Chapter 24.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 172,329","Lượt theo dõi: 1,217",https://truyenqqhot.com/truyen-tranh/doi-moi-tren-luoi-dao-13086
Trưởng Công Chúa Ác Độc Bắt Đầu Chìm Đắm Trong Yêu Đương,,Chapter 6,Tình trạng: Đang Cập Nhật,"Lượt xem: 3,967",Lượt theo dõi: 126,https://truyenqqhot.com/truyen-tranh/truong-cong-chua-ac-doc-bat-dau-chim-dam-trong-yeu-duong-13733
Bản Ngã Tối Thượng,"Truyện còn có tên là Injagang - 1 hastag dành cho dân tập gym khoe body bên Hàn. Ý nghĩa là Con người chính là sức mạnh/ Bản Ngã Tối Thượng. Sinh ra với sức mạnh thuần túy thiên bẩm, nhưng vì trong 1 lần không thể khống chế bản thân Kang Woo Huyk đã gây ra một tai nạn rất lớn. Kể từ giây phút đó, Ka...",Chapter 40,Tình trạng: Đang Cập Nhật,"Lượt xem: 213,033","Lượt theo dõi: 1,383",https://truyenqqhot.com/truyen-tranh/ban-nga-toi-thuong-12888
Hoàng Thúc Sủng Ái Ta Đến Tận Xương,,Chapter 10,Tình trạng: Đang Cập Nhật,"Lượt xem: 28,460",Lượt theo dõi: 542,https://truyenqqhot.com/truyen-tranh/hoang-thuc-sung-ai-ta-den-tan-xuong-13569
Chú Mèo Kỳ Diệu Kyuu-Chan,,Chapter 800.5,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,762,795","Lượt theo dõi: 1,988",https://truyenqqhot.com/truyen-tranh/chu-meo-ky-dieu-kyuu-chan-5611
"Chị Gái À, Kiếp Này Em Chính Là Nữ Hoàng","Hôn phu, chị gái, cha mẹ. Ngày Ariadne mất tất cả, cô đã quay trở lại 14 năm trước. “Chết tiệt! Ngay bây giờ ta cảm thấy rất yêu nàng! ” vị hôn phu nói, kiếp này anh ta lại có tính cách khác hoàn toàn với kiếp trước, “Đừng khóc, Ariadne. Em có biết mình xinh đẹp như thế nào không? ” Hoàng tử nói, an...",Chapter 34.1,Tình trạng: Đang Cập Nhật,"Lượt xem: 237,183","Lượt theo dõi: 1,420",https://truyenqqhot.com/truyen-tranh/chi-gai-a-kiep-nay-em-chinh-la-nu-hoang-12789
Cuộc Sống Thứ Hai Của Nhà Sản Xuất,"“Ối, xin lỗi. Nhưng ai đến trước thì được phục vụ trước đúng không? Ngành phát thanh truyền hình là như vậy đó” Joon soo gia nhập công ty phát thanh với bao ước mơ. Nhưng chỉ 10 năm anh đã mất hết tất cả thành tựu chỉ vì tên tiền bối rác rưởi. Thất vọng ê chề, nghiến răng nghiến lợi nhưng chẳng có g...",Chapter 30,Tình trạng: Đang Cập Nhật,"Lượt xem: 92,505",Lượt theo dõi: 792,https://truyenqqhot.com/truyen-tranh/cuoc-song-thu-hai-cua-nha-san-xuat-13331
Ta Chính Là Không Theo Sáo Lộ Ra Bài,"Giang Bắc Nhiên xuyên qua đến đại lục huyền long, thật vất vả nhận được hệ thống, cho rằng mình chính là thuộc về thiên mệnh, nhưng.....Người ta có hệ thống hỗ trợ ký chủ thăng cấp vù vù, bá chủ thiên hạ. Vậy mà hệ thống của Giang Bắc Nhiên chỉ biết hố người, phần thưởng càng cao càng dễ mất mạng, h...",Chapter 84,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,024,283","Lượt theo dõi: 5,073",https://truyenqqhot.com/truyen-tranh/ta-chinh-la-khong-theo-sao-lo-ra-bai-11822
Trước Khi Em Trở Thành Quái Vật,"Một vụ khủng bố tồi tệ nhất trong lịch sử đã xảy ra tại một nhà ga ở Tokyo vào cuối năm. Vụ thảm sát đã khiến cho 666 người thương vong đó được gọi theo tên của một con ác quỷ, ""666 - The Beast"". Hung thủ, người gây ra thảm kịch đã tử vong tại chỗ đó chính là Kido Kotone một nữ diễn viên trẻ nổi tiế...",Chapter 47,Tình trạng: Đang Cập Nhật,"Lượt xem: 317,412","Lượt theo dõi: 1,425",https://truyenqqhot.com/truyen-tranh/truoc-khi-em-tro-thanh-quai-vat-13369
Tôi Trở Thành Một Người Cha,"Tôi đã trở thành một người cha đơn thân! Juwon Lee, 24 tuổi, làm việc bán thời gian tại một cửa hàng tiện lợi và sống một mình trong căn hộ nhỏ của mình. Một ngày nọ, chú của anh qua đời và để lại một cô con gái 4 tuổi, Yeondu bé nhỏ dễ thương. Thay vì để cô được gửi đến trại trẻ mồ côi, Juwon bước ...",Chapter 82,Tình trạng: Đang Cập Nhật,"Lượt xem: 583,710","Lượt theo dõi: 2,621",https://truyenqqhot.com/truyen-tranh/toi-tro-thanh-mot-nguoi-cha-12743
Tái Sinh Thành Thôn Nữ,,Chapter 10,Tình trạng: Đang Cập Nhật,"Lượt xem: 91,991",Lượt theo dõi: 761,https://truyenqqhot.com/truyen-tranh/tai-sinh-thanh-thon-nu-9714
Ai Là Ngài Hiệu Trưởng,"Chào mừng đến với trường trung học Krisopras, ngôi trường ưu tú và danh giá nhất cả nước!  Tuy nhiên, nó hơi kỳ lạ...  Tại sao ngôi trường ưu tú này lại che giấu danh tính của các thành viên hội học sinh?  ",Chapter 42,Tình trạng: Đang Cập Nhật,"Lượt xem: 31,627",Lượt theo dõi: 145,https://truyenqqhot.com/truyen-tranh/ai-la-ngai-hieu-truong-12159
Thỏa Thuận Bí Mật Giữa Chúng Ta,"Từ bạn lúc nhỏ trở thành người yêu! Se-i Yun và Jaeha Kim là hai học sinh gương mẫu đã cùng nhau bắt tay để thoát khỏi việc giám sát của các bậc phụ huynh nghiêm khắc. Cả hai vốn là thanh mai trúc mã của nhau, nhưng biến cố xảy ra đã chia cắt họ. Liệu việc “thỏa thuận” này có giúp bọn họ quay lại vớ...",Chapter 15,Tình trạng: Đang Cập Nhật,"Lượt xem: 15,274",Lượt theo dõi: 194,https://truyenqqhot.com/truyen-tranh/thoa-thuan-bi-mat-giua-chung-ta-13389
Trở Lại Thời Kì Đồ Đá,"Một câu chuyện về một chàng trai thiếu cảm giác thực tế sau khi bị người yêu bỏ rơi. Anh ta đang tham dự một hội thảo về nhân chủng học văn hóa với các bạn cùng lớp khi anh ta phát hiện ra một bức tranh tường cổ, đưa anh ta về quá khứ nơi voi ma mút thống trị thế giới.",Chapter 78,Tình trạng: Đang Cập Nhật,"Lượt xem: 575,818","Lượt theo dõi: 1,967",https://truyenqqhot.com/truyen-tranh/tro-lai-thoi-ki-do-da-9406
Danchigai,"Câu chuyện xoay quanh Haruki và 4 chị em gái: Mutsuki, Yayoi,Uzuki, và Satsuki. Trong khi cuộc sống của họ có vẻ đơn điệu nhưng thực tế, các chị em gái của Haruki không cho anh cơ hội nghỉ ngơi, còn cụ thể là làm gì thì... *í hị hị hị*.",Chapter 90,Tình trạng: Đang Cập Nhật,"Lượt xem: 218,947","Lượt theo dõi: 1,218",https://truyenqqhot.com/truyen-tranh/danchigai-8919
