Contries,contries_details,GDP,GDP_details,GDP YoY,GDP YoY_details,GDP QoQ,GDP QoQ_details,Interest Rate,Interest Rate_details,Inflation Rate,Inflation_details,Jobless Rate,Jobless_details,Gov. Budget,Gov. Budget_details,Debt/GDP,Debt/GDP_details,Current Account ,Current Account_details,Population,Population_details
Tunisia,https://tradingeconomics.com/tunisia/indicators,47,https://tradingeconomics.com/tunisia/gdp,1.60,https://tradingeconomics.com/tunisia/gdp-growth-annual,0.50,https://tradingeconomics.com/tunisia/gdp-growth,8.00,https://tradingeconomics.com/tunisia/interest-rate,10.40,https://tradingeconomics.com/tunisia/inflation-cpi,15.20,https://tradingeconomics.com/tunisia/unemployment-rate,-7.60,https://tradingeconomics.com/tunisia/government-budget,80.00,https://tradingeconomics.com/tunisia/government-debt-to-gdp,-8.60,https://tradingeconomics.com/tunisia/current-account-to-gdp,11.94,https://tradingeconomics.com/tunisia/population
Jordan,https://tradingeconomics.com/jordan/indicators,46,https://tradingeconomics.com/jordan/gdp,2.60,https://tradingeconomics.com/jordan/gdp-growth-annual,,,6.75,https://tradingeconomics.com/jordan/interest-rate,3.78,https://tradingeconomics.com/jordan/inflation-cpi,23.10,https://tradingeconomics.com/jordan/unemployment-rate,-5.40,https://tradingeconomics.com/jordan/government-budget,89.40,https://tradingeconomics.com/jordan/government-debt-to-gdp,-8.80,https://tradingeconomics.com/jordan/current-account-to-gdp,11.07,https://tradingeconomics.com/jordan/population
Cameroon,https://tradingeconomics.com/cameroon/indicators,45,https://tradingeconomics.com/cameroon/gdp,4.00,https://tradingeconomics.com/cameroon/gdp-growth-annual,2.70,,4.50,https://tradingeconomics.com/cameroon/interest-rate,7.69,https://tradingeconomics.com/cameroon/inflation-cpi,3.90,https://tradingeconomics.com/cameroon/unemployment-rate,-3.10,https://tradingeconomics.com/cameroon/government-budget,46.80,https://tradingeconomics.com/cameroon/government-debt-to-gdp,-4.10,https://tradingeconomics.com/cameroon/current-account-to-gdp,27.22,https://tradingeconomics.com/cameroon/population
Turkmenistan,https://tradingeconomics.com/turkmenistan/indicators,45,https://tradingeconomics.com/turkmenistan/gdp,6.20,https://tradingeconomics.com/turkmenistan/gdp-growth-annual,,,,,17.50,https://tradingeconomics.com/turkmenistan/inflation-cpi,4.38,https://tradingeconomics.com/turkmenistan/unemployment-rate,-0.30,https://tradingeconomics.com/turkmenistan/government-budget,8.00,https://tradingeconomics.com/turkmenistan/government-debt-to-gdp,0.60,https://tradingeconomics.com/turkmenistan/current-account-to-gdp,6.12,https://tradingeconomics.com/turkmenistan/population
Libya,https://tradingeconomics.com/libya/indicators,43,https://tradingeconomics.com/libya/gdp,177.00,https://tradingeconomics.com/libya/gdp-growth-annual,,,3.00,https://tradingeconomics.com/libya/interest-rate,4.10,https://tradingeconomics.com/libya/inflation-cpi,19.60,https://tradingeconomics.com/libya/unemployment-rate,11.30,https://tradingeconomics.com/libya/government-budget,155.00,https://tradingeconomics.com/libya/government-debt-to-gdp,21.60,https://tradingeconomics.com/libya/current-account-to-gdp,6.96,https://tradingeconomics.com/libya/population
Uganda,https://tradingeconomics.com/uganda/indicators,41,https://tradingeconomics.com/uganda/gdp,7.50,https://tradingeconomics.com/uganda/gdp-growth-annual,-0.10,https://tradingeconomics.com/uganda/gdp-growth,10.00,https://tradingeconomics.com/uganda/interest-rate,9.20,https://tradingeconomics.com/uganda/inflation-cpi,2.90,https://tradingeconomics.com/uganda/unemployment-rate,-7.30,https://tradingeconomics.com/uganda/government-budget,51.70,https://tradingeconomics.com/uganda/government-debt-to-gdp,-10.70,https://tradingeconomics.com/uganda/current-account-to-gdp,47.12,https://tradingeconomics.com/uganda/population
Latvia,https://tradingeconomics.com/latvia/indicators,40,https://tradingeconomics.com/latvia/gdp,0.30,https://tradingeconomics.com/latvia/gdp-growth-annual,0.00,https://tradingeconomics.com/latvia/gdp-growth,3.00,https://tradingeconomics.com/latvia/interest-rate,21.50,https://tradingeconomics.com/latvia/inflation-cpi,6.70,https://tradingeconomics.com/latvia/unemployment-rate,-7.00,https://tradingeconomics.com/latvia/government-budget,44.80,https://tradingeconomics.com/latvia/government-debt-to-gdp,-2.90,https://tradingeconomics.com/latvia/current-account-to-gdp,1.89,https://tradingeconomics.com/latvia/population
Paraguay,https://tradingeconomics.com/paraguay/indicators,40,https://tradingeconomics.com/paraguay/gdp,2.80,https://tradingeconomics.com/paraguay/gdp-growth-annual,1.80,https://tradingeconomics.com/paraguay/gdp-growth,8.50,https://tradingeconomics.com/paraguay/interest-rate,7.80,https://tradingeconomics.com/paraguay/inflation-cpi,6.30,https://tradingeconomics.com/paraguay/unemployment-rate,-5.50,https://tradingeconomics.com/paraguay/government-budget,34.60,https://tradingeconomics.com/paraguay/government-debt-to-gdp,0.80,https://tradingeconomics.com/paraguay/current-account-to-gdp,7.35,https://tradingeconomics.com/paraguay/population
Bolivia,https://tradingeconomics.com/bolivia/indicators,40,https://tradingeconomics.com/bolivia/gdp,4.29,https://tradingeconomics.com/bolivia/gdp-growth-annual,14.04,https://tradingeconomics.com/bolivia/gdp-growth,3.48,https://tradingeconomics.com/bolivia/interest-rate,2.57,https://tradingeconomics.com/bolivia/inflation-cpi,6.90,https://tradingeconomics.com/bolivia/unemployment-rate,-9.50,https://tradingeconomics.com/bolivia/government-budget,82.60,https://tradingeconomics.com/bolivia/government-debt-to-gdp,2.00,https://tradingeconomics.com/bolivia/current-account-to-gdp,11.83,https://tradingeconomics.com/bolivia/population
Bahrain,https://tradingeconomics.com/bahrain/indicators,39,https://tradingeconomics.com/bahrain/gdp,4.20,https://tradingeconomics.com/bahrain/gdp-growth-annual,-2.62,https://tradingeconomics.com/bahrain/gdp-growth,5.50,https://tradingeconomics.com/bahrain/interest-rate,0.80,https://tradingeconomics.com/bahrain/inflation-cpi,6.60,https://tradingeconomics.com/bahrain/unemployment-rate,-35.00,https://tradingeconomics.com/bahrain/government-budget,119.50,https://tradingeconomics.com/bahrain/government-debt-to-gdp,6.70,https://tradingeconomics.com/bahrain/current-account-to-gdp,1.49,https://tradingeconomics.com/bahrain/population
Estonia,https://tradingeconomics.com/estonia/indicators,37,https://tradingeconomics.com/estonia/gdp,-4.10,https://tradingeconomics.com/estonia/gdp-growth-annual,-1.60,https://tradingeconomics.com/estonia/gdp-growth,3.00,https://tradingeconomics.com/estonia/interest-rate,18.60,https://tradingeconomics.com/estonia/inflation-cpi,5.40,https://tradingeconomics.com/estonia/unemployment-rate,-2.40,https://tradingeconomics.com/estonia/government-budget,18.10,https://tradingeconomics.com/estonia/government-debt-to-gdp,-1.60,https://tradingeconomics.com/estonia/current-account-to-gdp,1.33,https://tradingeconomics.com/estonia/population
Nepal,https://tradingeconomics.com/nepal/indicators,36,https://tradingeconomics.com/nepal/gdp,5.80,https://tradingeconomics.com/nepal/gdp-growth-annual,,,8.50,https://tradingeconomics.com/nepal/interest-rate,7.26,https://tradingeconomics.com/nepal/inflation-cpi,5.10,https://tradingeconomics.com/nepal/unemployment-rate,-6.30,https://tradingeconomics.com/nepal/government-budget,40.50,https://tradingeconomics.com/nepal/government-debt-to-gdp,-7.80,https://tradingeconomics.com/nepal/current-account-to-gdp,29.67,https://tradingeconomics.com/nepal/population
Sudan,https://tradingeconomics.com/sudan/indicators,34,https://tradingeconomics.com/sudan/gdp,0.50,https://tradingeconomics.com/sudan/gdp-growth-annual,,https://tradingeconomics.com/sudan/gdp-growth,26.82,https://tradingeconomics.com/sudan/interest-rate,83.60,https://tradingeconomics.com/sudan/inflation-cpi,19.81,https://tradingeconomics.com/sudan/unemployment-rate,-4.50,https://tradingeconomics.com/sudan/government-budget,182.00,https://tradingeconomics.com/sudan/government-debt-to-gdp,-10.00,https://tradingeconomics.com/sudan/current-account-to-gdp,44.91,https://tradingeconomics.com/sudan/population
Macau,https://tradingeconomics.com/macau/indicators,30,https://tradingeconomics.com/macau/gdp,-23.40,https://tradingeconomics.com/macau/gdp-growth-annual,,https://tradingeconomics.com/macau/gdp-growth,5.00,https://tradingeconomics.com/macau/interest-rate,0.77,https://tradingeconomics.com/macau/inflation-cpi,3.40,https://tradingeconomics.com/macau/unemployment-rate,,https://tradingeconomics.com/macau/government-budget,,https://tradingeconomics.com/macau/government-debt-to-gdp,13.80,https://tradingeconomics.com/macau/current-account-to-gdp,0.68,https://tradingeconomics.com/macau/population
El Salvador,https://tradingeconomics.com/el-salvador/indicators,29,https://tradingeconomics.com/el-salvador/gdp,2.10,https://tradingeconomics.com/el-salvador/gdp-growth-annual,0.50,https://tradingeconomics.com/el-salvador/gdp-growth,5.02,https://tradingeconomics.com/el-salvador/interest-rate,7.03,https://tradingeconomics.com/el-salvador/inflation-cpi,7.20,https://tradingeconomics.com/el-salvador/unemployment-rate,-9.20,https://tradingeconomics.com/el-salvador/government-budget,84.75,https://tradingeconomics.com/el-salvador/government-debt-to-gdp,-5.10,https://tradingeconomics.com/el-salvador/current-account-to-gdp,6.52,https://tradingeconomics.com/el-salvador/population
Cyprus,https://tradingeconomics.com/cyprus/indicators,28,https://tradingeconomics.com/cyprus/gdp,4.50,https://tradingeconomics.com/cyprus/gdp-growth-annual,1.10,https://tradingeconomics.com/cyprus/gdp-growth,3.00,https://tradingeconomics.com/cyprus/interest-rate,6.70,https://tradingeconomics.com/cyprus/inflation-cpi,7.40,https://tradingeconomics.com/cyprus/unemployment-rate,-1.70,https://tradingeconomics.com/cyprus/government-budget,103.60,https://tradingeconomics.com/cyprus/government-debt-to-gdp,-7.20,https://tradingeconomics.com/cyprus/current-account-to-gdp,0.90,https://tradingeconomics.com/cyprus/population
Honduras,https://tradingeconomics.com/honduras/indicators,28,https://tradingeconomics.com/honduras/gdp,2.60,https://tradingeconomics.com/honduras/gdp-growth-annual,0.90,https://tradingeconomics.com/honduras/gdp-growth,3.00,https://tradingeconomics.com/honduras/interest-rate,8.93,https://tradingeconomics.com/honduras/inflation-cpi,8.60,https://tradingeconomics.com/honduras/unemployment-rate,-6.90,https://tradingeconomics.com/honduras/government-budget,51.46,https://tradingeconomics.com/honduras/government-debt-to-gdp,-4.30,https://tradingeconomics.com/honduras/current-account-to-gdp,9.43,https://tradingeconomics.com/honduras/population
Senegal,https://tradingeconomics.com/senegal/indicators,28,https://tradingeconomics.com/senegal/gdp,3.40,https://tradingeconomics.com/senegal/gdp-growth-annual,0.90,https://tradingeconomics.com/senegal/gdp-growth,4.75,https://tradingeconomics.com/senegal/interest-rate,10.60,https://tradingeconomics.com/senegal/inflation-cpi,22.00,https://tradingeconomics.com/senegal/unemployment-rate,-5.90,https://tradingeconomics.com/senegal/government-budget,73.00,https://tradingeconomics.com/senegal/government-debt-to-gdp,-10.40,https://tradingeconomics.com/senegal/current-account-to-gdp,17.20,https://tradingeconomics.com/senegal/population
Zimbabwe,https://tradingeconomics.com/zimbabwe/indicators,28,https://tradingeconomics.com/zimbabwe/gdp,8.50,https://tradingeconomics.com/zimbabwe/gdp-growth-annual,,,150.00,https://tradingeconomics.com/zimbabwe/interest-rate,92.30,https://tradingeconomics.com/zimbabwe/inflation-cpi,5.17,https://tradingeconomics.com/zimbabwe/unemployment-rate,-1.50,https://tradingeconomics.com/zimbabwe/government-budget,77.20,https://tradingeconomics.com/zimbabwe/government-debt-to-gdp,-1.89,https://tradingeconomics.com/zimbabwe/current-account-to-gdp,15.09,https://tradingeconomics.com/zimbabwe/population
Papua New Guinea,https://tradingeconomics.com/papua-new-guinea/indicators,27,https://tradingeconomics.com/papua-new-guinea/gdp,1.50,https://tradingeconomics.com/papua-new-guinea/gdp-growth-annual,,,3.50,https://tradingeconomics.com/papua-new-guinea/interest-rate,6.25,https://tradingeconomics.com/papua-new-guinea/inflation-cpi,2.80,https://tradingeconomics.com/papua-new-guinea/unemployment-rate,-6.00,https://tradingeconomics.com/papua-new-guinea/government-budget,51.50,https://tradingeconomics.com/papua-new-guinea/government-debt-to-gdp,18.60,https://tradingeconomics.com/papua-new-guinea/current-account-to-gdp,9.12,https://tradingeconomics.com/papua-new-guinea/population
Cambodia,https://tradingeconomics.com/cambodia/indicators,27,https://tradingeconomics.com/cambodia/gdp,5.10,https://tradingeconomics.com/cambodia/gdp-growth-annual,,https://tradingeconomics.com/cambodia/gdp-growth,0.85,https://tradingeconomics.com/cambodia/interest-rate,2.90,https://tradingeconomics.com/cambodia/inflation-cpi,0.61,https://tradingeconomics.com/cambodia/unemployment-rate,-2.60,https://tradingeconomics.com/cambodia/government-budget,36.80,https://tradingeconomics.com/cambodia/government-debt-to-gdp,-48.00,https://tradingeconomics.com/cambodia/current-account-to-gdp,16.90,https://tradingeconomics.com/cambodia/population
Iceland,https://tradingeconomics.com/iceland/indicators,26,https://tradingeconomics.com/iceland/gdp,3.10,https://tradingeconomics.com/iceland/gdp-growth-annual,2.20,https://tradingeconomics.com/iceland/gdp-growth,6.50,https://tradingeconomics.com/iceland/interest-rate,10.20,https://tradingeconomics.com/iceland/inflation-cpi,3.10,https://tradingeconomics.com/iceland/unemployment-rate,-8.90,https://tradingeconomics.com/iceland/government-budget,75.00,https://tradingeconomics.com/iceland/government-debt-to-gdp,-2.70,https://tradingeconomics.com/iceland/current-account-to-gdp,0.37,https://tradingeconomics.com/iceland/population
Trinidad and Tobago,https://tradingeconomics.com/trinidad-and-tobago/indicators,24,https://tradingeconomics.com/trinidad-and-tobago/gdp,6.30,https://tradingeconomics.com/trinidad-and-tobago/gdp-growth-annual,-2.70,,3.50,https://tradingeconomics.com/trinidad-and-tobago/interest-rate,8.70,https://tradingeconomics.com/trinidad-and-tobago/inflation-cpi,5.40,https://tradingeconomics.com/trinidad-and-tobago/unemployment-rate,-11.00,https://tradingeconomics.com/trinidad-and-tobago/government-budget,83.30,https://tradingeconomics.com/trinidad-and-tobago/government-debt-to-gdp,4.50,https://tradingeconomics.com/trinidad-and-tobago/current-account-to-gdp,1.38,https://tradingeconomics.com/trinidad-and-tobago/population
Bosnia and Herzegovina,https://tradingeconomics.com/bosnia-and-herzegovina/indicators,23,https://tradingeconomics.com/bosnia-and-herzegovina/gdp,2.60,https://tradingeconomics.com/bosnia-and-herzegovina/gdp-growth-annual,1.40,,3.91,https://tradingeconomics.com/bosnia-and-herzegovina/interest-rate,14.10,https://tradingeconomics.com/bosnia-and-herzegovina/inflation-cpi,29.54,https://tradingeconomics.com/bosnia-and-herzegovina/unemployment-rate,-0.30,https://tradingeconomics.com/bosnia-and-herzegovina/government-budget,24.80,https://tradingeconomics.com/bosnia-and-herzegovina/government-debt-to-gdp,-2.10,https://tradingeconomics.com/bosnia-and-herzegovina/current-account-to-gdp,3.46,https://tradingeconomics.com/bosnia-and-herzegovina/population
Lebanon,https://tradingeconomics.com/lebanon/indicators,23,https://tradingeconomics.com/lebanon/gdp,-7.00,https://tradingeconomics.com/lebanon/gdp-growth-annual,,,7.75,https://tradingeconomics.com/lebanon/interest-rate,123.53,https://tradingeconomics.com/lebanon/inflation-cpi,14.50,https://tradingeconomics.com/lebanon/unemployment-rate,-3.50,https://tradingeconomics.com/lebanon/government-budget,171.70,https://tradingeconomics.com/lebanon/government-debt-to-gdp,-12.90,https://tradingeconomics.com/lebanon/current-account-to-gdp,6.77,https://tradingeconomics.com/lebanon/population
Zambia,https://tradingeconomics.com/zambia/indicators,22,https://tradingeconomics.com/zambia/gdp,5.30,https://tradingeconomics.com/zambia/gdp-growth-annual,,,9.25,https://tradingeconomics.com/zambia/interest-rate,9.60,https://tradingeconomics.com/zambia/inflation-cpi,13.00,https://tradingeconomics.com/zambia/unemployment-rate,-9.00,https://tradingeconomics.com/zambia/government-budget,123.17,https://tradingeconomics.com/zambia/government-debt-to-gdp,11.10,https://tradingeconomics.com/zambia/current-account-to-gdp,18.92,https://tradingeconomics.com/zambia/population
Yemen,https://tradingeconomics.com/yemen/indicators,21,https://tradingeconomics.com/yemen/gdp,-2.00,https://tradingeconomics.com/yemen/gdp-growth-annual,,,27.00,https://tradingeconomics.com/yemen/interest-rate,0.77,https://tradingeconomics.com/yemen/inflation-cpi,13.60,https://tradingeconomics.com/yemen/unemployment-rate,-5.20,https://tradingeconomics.com/yemen/government-budget,63.10,https://tradingeconomics.com/yemen/government-debt-to-gdp,-5.90,https://tradingeconomics.com/yemen/current-account-to-gdp,30.49,https://tradingeconomics.com/yemen/population
Haiti,https://tradingeconomics.com/haiti/indicators,21,https://tradingeconomics.com/haiti/gdp,-1.70,https://tradingeconomics.com/haiti/gdp-growth-annual,,,17.00,https://tradingeconomics.com/haiti/interest-rate,48.30,https://tradingeconomics.com/haiti/inflation-cpi,15.70,https://tradingeconomics.com/haiti/unemployment-rate,-2.50,https://tradingeconomics.com/haiti/government-budget,23.10,https://tradingeconomics.com/haiti/government-debt-to-gdp,0.50,https://tradingeconomics.com/haiti/current-account-to-gdp,11.54,https://tradingeconomics.com/haiti/population
Gabon,https://tradingeconomics.com/gabon/indicators,20,https://tradingeconomics.com/gabon/gdp,1.50,https://tradingeconomics.com/gabon/gdp-growth-annual,,https://tradingeconomics.com/gabon/gdp-growth,4.50,https://tradingeconomics.com/gabon/interest-rate,5.70,https://tradingeconomics.com/gabon/inflation-cpi,22.30,https://tradingeconomics.com/gabon/unemployment-rate,-3.40,https://tradingeconomics.com/gabon/government-budget,54.00,https://tradingeconomics.com/gabon/government-debt-to-gdp,-5.70,https://tradingeconomics.com/gabon/current-account-to-gdp,2.29,https://tradingeconomics.com/gabon/population
Burkina Faso,https://tradingeconomics.com/burkina-faso/indicators,20,https://tradingeconomics.com/burkina-faso/gdp,-5.00,https://tradingeconomics.com/burkina-faso/gdp-growth-annual,,,4.75,https://tradingeconomics.com/burkina-faso/interest-rate,8.20,https://tradingeconomics.com/burkina-faso/inflation-cpi,4.80,https://tradingeconomics.com/burkina-faso/unemployment-rate,-5.60,https://tradingeconomics.com/burkina-faso/government-budget,59.60,https://tradingeconomics.com/burkina-faso/government-debt-to-gdp,5.20,https://tradingeconomics.com/burkina-faso/current-account-to-gdp,21.51,https://tradingeconomics.com/burkina-faso/population
Georgia,https://tradingeconomics.com/georgia/indicators,19,https://tradingeconomics.com/georgia/gdp,9.80,https://tradingeconomics.com/georgia/gdp-growth-annual,,,11.00,https://tradingeconomics.com/georgia/interest-rate,8.10,https://tradingeconomics.com/georgia/inflation-cpi,16.10,https://tradingeconomics.com/georgia/unemployment-rate,-6.00,https://tradingeconomics.com/georgia/government-budget,57.10,https://tradingeconomics.com/georgia/government-debt-to-gdp,-9.80,https://tradingeconomics.com/georgia/current-account-to-gdp,3.69,https://tradingeconomics.com/georgia/population
Mali,https://tradingeconomics.com/mali/indicators,19,https://tradingeconomics.com/mali/gdp,3.80,https://tradingeconomics.com/mali/gdp-growth-annual,,,4.75,https://tradingeconomics.com/mali/interest-rate,6.10,https://tradingeconomics.com/mali/inflation-cpi,7.70,https://tradingeconomics.com/mali/unemployment-rate,-4.70,https://tradingeconomics.com/mali/government-budget,,,-4.50,https://tradingeconomics.com/mali/current-account-to-gdp,20.86,https://tradingeconomics.com/mali/population
Laos,https://tradingeconomics.com/laos/indicators,19,https://tradingeconomics.com/laos/gdp,3.50,https://tradingeconomics.com/laos/gdp-growth-annual,,,6.50,https://tradingeconomics.com/laos/interest-rate,41.26,https://tradingeconomics.com/laos/inflation-cpi,1.30,https://tradingeconomics.com/laos/unemployment-rate,-1.30,https://tradingeconomics.com/laos/government-budget,53.81,https://tradingeconomics.com/laos/government-debt-to-gdp,2.35,https://tradingeconomics.com/laos/current-account-to-gdp,7.30,https://tradingeconomics.com/laos/population
Palestine,https://tradingeconomics.com/palestine/indicators,18,https://tradingeconomics.com/palestine/gdp,5.00,https://tradingeconomics.com/palestine/gdp-growth-annual,,,,,3.73,https://tradingeconomics.com/palestine/inflation-cpi,23.00,https://tradingeconomics.com/palestine/unemployment-rate,1.90,https://tradingeconomics.com/palestine/government-budget,21.30,https://tradingeconomics.com/palestine/government-debt-to-gdp,-8.20,https://tradingeconomics.com/palestine/current-account-to-gdp,5.30,https://tradingeconomics.com/palestine/population
Botswana,https://tradingeconomics.com/botswana/indicators,18,https://tradingeconomics.com/botswana/gdp,6.30,https://tradingeconomics.com/botswana/gdp-growth-annual,4.00,https://tradingeconomics.com/botswana/gdp-growth,2.65,https://tradingeconomics.com/botswana/interest-rate,9.30,https://tradingeconomics.com/botswana/inflation-cpi,24.50,https://tradingeconomics.com/botswana/unemployment-rate,-5.10,https://tradingeconomics.com/botswana/government-budget,24.20,https://tradingeconomics.com/botswana/government-debt-to-gdp,-0.50,https://tradingeconomics.com/botswana/current-account-to-gdp,2.41,https://tradingeconomics.com/botswana/population
Albania,https://tradingeconomics.com/albania/indicators,18,https://tradingeconomics.com/albania/gdp,4.02,https://tradingeconomics.com/albania/gdp-growth-annual,2.30,https://tradingeconomics.com/albania/gdp-growth,2.75,https://tradingeconomics.com/albania/interest-rate,7.20,https://tradingeconomics.com/albania/inflation-cpi,10.80,https://tradingeconomics.com/albania/unemployment-rate,-4.80,https://tradingeconomics.com/albania/government-budget,78.10,https://tradingeconomics.com/albania/government-debt-to-gdp,-7.70,https://tradingeconomics.com/albania/current-account-to-gdp,2.83,https://tradingeconomics.com/albania/population
Benin,https://tradingeconomics.com/benin/indicators,17,https://tradingeconomics.com/benin/gdp,6.10,https://tradingeconomics.com/benin/gdp-growth-annual,,,4.75,https://tradingeconomics.com/benin/interest-rate,1.30,https://tradingeconomics.com/benin/inflation-cpi,1.60,https://tradingeconomics.com/benin/unemployment-rate,-6.10,https://tradingeconomics.com/benin/government-budget,47.20,https://tradingeconomics.com/benin/government-debt-to-gdp,-4.50,https://tradingeconomics.com/benin/current-account-to-gdp,12.45,https://tradingeconomics.com/benin/population
Malta,https://tradingeconomics.com/malta/indicators,17,https://tradingeconomics.com/malta/gdp,4.70,https://tradingeconomics.com/malta/gdp-growth-annual,1.17,https://tradingeconomics.com/malta/gdp-growth,3.00,https://tradingeconomics.com/malta/interest-rate,6.80,https://tradingeconomics.com/malta/inflation-cpi,2.90,https://tradingeconomics.com/malta/unemployment-rate,-5.20,https://tradingeconomics.com/malta/government-budget,57.00,https://tradingeconomics.com/malta/government-debt-to-gdp,-4.90,https://tradingeconomics.com/malta/current-account-to-gdp,0.52,https://tradingeconomics.com/malta/population
Mozambique,https://tradingeconomics.com/mozambique/indicators,16,https://tradingeconomics.com/mozambique/gdp,4.24,https://tradingeconomics.com/mozambique/gdp-growth-annual,2.00,https://tradingeconomics.com/mozambique/gdp-growth,17.25,https://tradingeconomics.com/mozambique/interest-rate,9.78,https://tradingeconomics.com/mozambique/inflation-cpi,25.04,https://tradingeconomics.com/mozambique/unemployment-rate,-4.80,https://tradingeconomics.com/mozambique/government-budget,101.00,https://tradingeconomics.com/mozambique/government-debt-to-gdp,-23.80,https://tradingeconomics.com/mozambique/current-account-to-gdp,30.06,https://tradingeconomics.com/mozambique/population
Guinea,https://tradingeconomics.com/guinea/indicators,16,https://tradingeconomics.com/guinea/gdp,4.90,https://tradingeconomics.com/guinea/gdp-growth-annual,,,11.50,https://tradingeconomics.com/guinea/interest-rate,8.60,https://tradingeconomics.com/guinea/inflation-cpi,6.30,https://tradingeconomics.com/guinea/unemployment-rate,-2.30,https://tradingeconomics.com/guinea/government-budget,43.30,https://tradingeconomics.com/guinea/government-debt-to-gdp,29.30,https://tradingeconomics.com/guinea/current-account-to-gdp,12.91,https://tradingeconomics.com/guinea/population
Afghanistan,https://tradingeconomics.com/afghanistan/indicators,15,https://tradingeconomics.com/afghanistan/gdp,-20.70,https://tradingeconomics.com/afghanistan/gdp-growth-annual,,,14.94,https://tradingeconomics.com/afghanistan/interest-rate,5.20,https://tradingeconomics.com/afghanistan/inflation-cpi,13.30,https://tradingeconomics.com/afghanistan/unemployment-rate,-4.50,https://tradingeconomics.com/afghanistan/government-budget,7.40,https://tradingeconomics.com/afghanistan/government-debt-to-gdp,-17.00,https://tradingeconomics.com/afghanistan/current-account-to-gdp,33.60,https://tradingeconomics.com/afghanistan/population
Mongolia,https://tradingeconomics.com/mongolia/indicators,15,https://tradingeconomics.com/mongolia/gdp,4.70,https://tradingeconomics.com/mongolia/gdp-growth-annual,6.10,https://tradingeconomics.com/mongolia/gdp-growth,13.00,https://tradingeconomics.com/mongolia/interest-rate,12.30,https://tradingeconomics.com/mongolia/inflation-cpi,5.40,https://tradingeconomics.com/mongolia/unemployment-rate,-6.80,https://tradingeconomics.com/mongolia/government-budget,56.00,https://tradingeconomics.com/mongolia/government-debt-to-gdp,-12.80,https://tradingeconomics.com/mongolia/current-account-to-gdp,3.45,https://tradingeconomics.com/mongolia/population
Niger,https://tradingeconomics.com/niger/indicators,15,https://tradingeconomics.com/niger/gdp,5.70,https://tradingeconomics.com/niger/gdp-growth-annual,,https://tradingeconomics.com/niger/gdp-growth,4.75,https://tradingeconomics.com/niger/interest-rate,2.00,https://tradingeconomics.com/niger/inflation-cpi,0.80,https://tradingeconomics.com/niger/unemployment-rate,-5.20,https://tradingeconomics.com/niger/government-budget,50.90,https://tradingeconomics.com/niger/government-debt-to-gdp,-13.60,https://tradingeconomics.com/niger/current-account-to-gdp,25.13,https://tradingeconomics.com/niger/population
Jamaica,https://tradingeconomics.com/jamaica/indicators,15,https://tradingeconomics.com/jamaica/gdp,5.90,https://tradingeconomics.com/jamaica/gdp-growth-annual,2.10,https://tradingeconomics.com/jamaica/gdp-growth,7.00,https://tradingeconomics.com/jamaica/interest-rate,8.10,https://tradingeconomics.com/jamaica/inflation-cpi,6.60,https://tradingeconomics.com/jamaica/unemployment-rate,0.90,https://tradingeconomics.com/jamaica/government-budget,91.50,https://tradingeconomics.com/jamaica/government-debt-to-gdp,0.70,https://tradingeconomics.com/jamaica/current-account-to-gdp,2.98,https://tradingeconomics.com/jamaica/population
Moldova,https://tradingeconomics.com/moldova/indicators,14,https://tradingeconomics.com/moldova/gdp,-10.30,https://tradingeconomics.com/moldova/gdp-annual-growth-rate,-8.40,https://tradingeconomics.com/moldova/gdp-growth,17.00,https://tradingeconomics.com/moldova/interest-rate,27.30,https://tradingeconomics.com/moldova/inflation-cpi,4.60,https://tradingeconomics.com/moldova/unemployment-rate,-1.90,https://tradingeconomics.com/moldova/government-budget,32.10,https://tradingeconomics.com/moldova/government-debt-to-gdp,-11.60,https://tradingeconomics.com/moldova/current-account-to-gdp,2.60,https://tradingeconomics.com/moldova/population
Macedonia,https://tradingeconomics.com/macedonia/indicators,14,https://tradingeconomics.com/macedonia/gdp,0.60,https://tradingeconomics.com/macedonia/gdp-growth-annual,3.90,https://tradingeconomics.com/macedonia/gdp-growth,5.25,https://tradingeconomics.com/macedonia/interest-rate,17.10,https://tradingeconomics.com/macedonia/inflation-cpi,14.30,https://tradingeconomics.com/macedonia/unemployment-rate,-5.40,https://tradingeconomics.com/macedonia/government-budget,52.00,https://tradingeconomics.com/macedonia/government-debt-to-gdp,-3.50,https://tradingeconomics.com/macedonia/current-account-to-gdp,2.07,https://tradingeconomics.com/macedonia/population
Madagascar,https://tradingeconomics.com/madagascar/indicators,14,https://tradingeconomics.com/madagascar/gdp,4.40,https://tradingeconomics.com/madagascar/gdp-growth-annual,,,9.50,https://tradingeconomics.com/madagascar/interest-rate,10.83,https://tradingeconomics.com/madagascar/inflation-cpi,2.60,https://tradingeconomics.com/madagascar/unemployment-rate,-5.40,https://tradingeconomics.com/madagascar/government-budget,36.20,https://tradingeconomics.com/madagascar/government-debt-to-gdp,-5.50,https://tradingeconomics.com/madagascar/current-account-to-gdp,28.43,https://tradingeconomics.com/madagascar/population
